"","Sample_ID","Plate_Number","Cq","qPCR_Coordinate","Row","Col","UDI_ID","Set","cycles_15","cycles_18","cycles_21","cycles_24","cycles_27","cycles_28","order","Index_cord"
"1","247_719","TP3","19","B4","A",1,"UDI12A_0097","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,97,"A_1"
"2","204_765","TP2","19","F5","B",1,"UDI12A_0098","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98,"B_1"
"3","196_1004","TP2","19","E9","C",1,"UDI12A_0099","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99,"C_1"
"4","257_1340","TP3","19","B9","D",1,"UDI12A_0100","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100,"D_1"
"5","184_1455","TP2","19","D9","E",1,"UDI12A_0101","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,101,"E_1"
"6","237_3343","TP3","19","A6","F",1,"UDI12A_0102","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,102,"F_1"
"7","192_3420","TP2","19","E6","G",1,"UDI12A_0103","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,103,"G_1"
"8","252_4360","TP3","19","B7","H",1,"UDI12A_0104","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,104,"H_1"
"9","252_4616","TP3","19","B8","A",2,"UDI12A_0105","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,105,"A_2"
"10","342_LC005","TP3","19","H1","B",2,"UDI12A_0106","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,106,"B_2"
"11","164_LC016","TP2","19","C5","C",2,"UDI12A_0107","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,107,"C_2"
"12","297_LC018","TP3","19","E1","D",2,"UDI12A_0108","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,108,"D_2"
"13","292_LC024","TP3","19","D11","E",2,"UDI12A_0109","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,109,"E_2"
"14","168_LC045","TP2","19","C10","F",2,"UDI12A_0110","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,110,"F_2"
"15","164_LC048","TP2","19","C6","G",2,"UDI12A_0111","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,111,"G_2"
"16","347_LC052","TP3","19","H6","H",2,"UDI12A_0112","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,112,"H_2"
"17","342_LC053","TP3","19","H2","A",3,"UDI12A_0113","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,113,"A_3"
"18","168_LC055","TP2","19","C11","B",3,"UDI12A_0114","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,114,"B_3"
"19","337_LC056","TP3","19","G11","C",3,"UDI12A_0115","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,115,"C_3"
"20","312_LC062","TP3","19","F3","D",3,"UDI12A_0116","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,116,"D_3"
"21","140_LC077","TP2","19","A6","E",3,"UDI12A_0117","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,117,"E_3"
"22","180_LC078","TP2","19","H5","F",3,"UDI12A_0118","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,118,"F_3"
"23","136_LC079","TP2","19","A2","G",3,"UDI12A_0119","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,119,"G_3"
"24","317_LC079","TP3","19","F8","H",3,"UDI12A_0120","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,120,"H_3"
"25","144_LC088","TP2","19","A9","A",4,"UDI12A_0121","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,121,"A_4"
"26","312_LC088","TP3","19","F1","B",4,"UDI12A_0122","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,122,"B_4"
"27","136_LC101","TP2","19","A3","C",4,"UDI12A_0123","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,123,"C_4"
"28","327_LC115","TP3","19","G1","D",4,"UDI12A_0124","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,124,"D_4"
"29","164_LC122","TP2","19","C8","E",4,"UDI12A_0125","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,125,"E_4"
"30","160_LC123","TP2","19","C2","F",4,"UDI12A_0126","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,126,"F_4"
"31","152_LC124","TP2","19","B5","G",4,"UDI12A_0127","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,127,"G_4"
"32","297_LC125","TP3","19","E2","H",4,"UDI12A_0128","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,128,"H_4"
"33","302_LC126","TP3","19","E7","A",5,"UDI12A_0129","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,129,"A_5"
"34","148_LC129","TP2","19","B2","B",5,"UDI12A_0130","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,130,"B_5"
"35","160_LC157","TP2","19","C3","C",5,"UDI12A_0131","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,131,"C_5"
"36","302_LC157","TP3","19","E5","D",5,"UDI12A_0132","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,132,"D_5"
"37","327_MC002","TP3","19","G3","E",5,"UDI12A_0133","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,133,"E_5"
"38","312_MC011","TP3","19","F4","F",5,"UDI12A_0134","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,134,"F_5"
"39","144_MC014","TP2","19","A11","G",5,"UDI12A_0135","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,135,"G_5"
"40","317_MC026","TP3","19","F6","H",5,"UDI12A_0136","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,136,"H_5"
"41","140_MC027","TP2","19","A8","A",6,"UDI12A_0137","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,137,"A_6"
"42","184_N46","TP2","19","D10","B",6,"UDI12A_0138","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,138,"B_6"
"43","212_N48","TP2","19","G2","C",6,"UDI12A_0139","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,139,"C_6"
"44","237_N49","TP3","19","A7","D",6,"UDI12A_0140","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,140,"D_6"
"45","262_N50","TP3","19","C1","E",6,"UDI12A_0141","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,141,"E_6"
"46","208_N52","TP2","19","F10","F",6,"UDI12A_0142","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,142,"F_6"
"47","224_N53","TP2","19","H2","G",6,"UDI12A_0143","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,143,"G_6"
"48","232_N60","TP3","19","A2","H",6,"UDI12A_0144","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,144,"H_6"
"49","242_N70","TP3","19","A9","A",7,"UDI12A_0145","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,145,"A_7"
"50","200_N73","TP2","19","F2","B",7,"UDI12A_0146","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,146,"B_7"
"51","277_679","TP3","20","D4","C",7,"UDI12A_0147","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,147,"C_7"
"52","267_753","TP3","20","C5","D",7,"UDI12A_0148","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,148,"D_7"
"53","232_1463","TP3","20","A1","E",7,"UDI12A_0149","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,149,"E_7"
"54","196_1470","TP2","20","E11","F",7,"UDI12A_0150","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,150,"F_7"
"55","267_1470","TP3","20","C6","G",7,"UDI12A_0151","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,151,"G_7"
"56","242_3420","TP3","20","A11","H",7,"UDI12A_0152","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,152,"H_7"
"57","332_LC043","TP3","20","G5","A",8,"UDI12A_0153","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,153,"A_8"
"58","317_LC085","TP3","20","F5","B",8,"UDI12A_0154","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,154,"B_8"
"59","322_LC101","TP3","20","F12","C",8,"UDI12A_0155","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,155,"C_8"
"60","144_LC114","TP2","20","A10","D",8,"UDI12A_0156","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,156,"D_8"
"61","307_LC114","TP3","20","E10","E",8,"UDI12A_0157","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,157,"E_8"
"62","148_MC005","TP2","20","B3","F",8,"UDI12A_0158","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,158,"F_8"
"63","144_MC026","TP2","20","A12","G",8,"UDI12A_0159","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,159,"G_8"
"64","168_MC032","TP2","20","C12","H",8,"UDI12A_0160","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,160,"H_8"
"65","282_689","TP3","21","D5","A",9,"UDI12A_0161","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,161,"A_9"
"66","232_1004","TP3","21","A3","B",9,"UDI12A_0162","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,162,"B_9"
"67","262_1220","TP3","21","C3","C",9,"UDI12A_0163","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,163,"C_9"
"68","237_1332","TP3","21","A5","D",9,"UDI12A_0164","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,164,"D_9"
"69","252_3342","TP3","21","B5","E",9,"UDI12A_0165","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,165,"E_9"
"70","156_LC058","TP2","21","B12","F",9,"UDI12A_0166","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,166,"F_9"
"71","337_MC032","TP3","21","G12","G",9,"UDI12A_0167","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,167,"G_9"
"72","208_N56","TP2","21","F12","H",9,"UDI12A_0168","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,168,"H_9"
"73","272_N58","TP3","21","C10","A",10,"UDI12A_0169","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,169,"A_10"
"74","257_N73","TP3","21","B10","B",10,"UDI12A_0170","UDI_Set_A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,170,"B_10"
"75","247_1455","TP3","23","B1","C",10,"UDI12A_0171","UDI_Set_A2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,171,"C_10"
"76","23_1332","TP1","24","A1","D",10,"UDI12A_0172","UDI_Set_A2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,172,"D_10"
"77","28_3343","TP1","24","E11","E",10,"UDI12A_0173","UDI_Set_A2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,173,"E_10"
"78","123_LC058","TP1","24","E1","F",10,"UDI12A_0174","UDI_Set_A2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,174,"F_10"
"79","53_693","TP1","25","E5","G",10,"UDI12A_0175","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,"G_10"
"80","8_699","TP1","25","E7","H",10,"UDI12A_0176","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,176,"H_10"
"81","18_1280","TP1","25","C5","A",11,"UDI12A_0177","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,177,"A_11"
"82","33_1455","TP1","25","F11","B",11,"UDI12A_0178","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,178,"B_11"
"83","78_LC003","TP1","25","F1","C",11,"UDI12A_0179","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,"C_11"
"84","88_LC005","TP1","25","A10","D",11,"UDI12A_0180","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,"D_11"
"85","113_LC013","TP1","25","D11","E",11,"UDI12A_0181","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,181,"E_11"
"86","113_LC016","TP1","25","E10","F",11,"UDI12A_0182","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,182,"F_11"
"87","118_LC018","TP1","25","A12","G",11,"UDI12A_0183","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,183,"G_11"
"88","88_LC045","TP1","25","G1","H",11,"UDI12A_0184","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,"H_11"
"89","93_LC055","TP1","25","B9","A",12,"UDI12A_0185","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,185,"A_12"
"90","93_LC088","TP1","25","G5","B",12,"UDI12A_0186","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,"B_12"
"91","123_LC123","TP1","25","E12","C",12,"UDI12A_0187","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,"C_12"
"92","118_LC126","TP1","25","C10","D",12,"UDI12A_0188","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,188,"D_12"
"93","113_MC002","TP1","25","B11","E",12,"UDI12A_0189","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,189,"E_12"
"94","108_MC019","TP1","25","D1","F",12,"UDI12A_0190","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,190,"F_12"
"95","53_N49","TP1","25","B1","G",12,"UDI12A_0191","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,191,"G_12"
"96","23_N50","TP1","25","A2","H",12,"UDI12A_0192","UDI_Set_A2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,192,"H_12"
