AssessID,Species,P1_label,Location,Region,depth_ft_colony_base,firstvisit_date,length,width,height,Surface_Area,total_periods_visited,total_periods_diseased,treat_type,total_treatments,Resistance_April2021,Resistance2_April2021,%visits_diseased_total,%visits_diseased_May21-Mar22,%LiveTissueDifference_total,%LiveTissueDifference_Apr21-Mar22,Zoox_dominant,Zoox_background,date,time,process_time,disease,coresite_angle,core_location,core_heading,core_depth,ID,Falcon_Tube,Sample_Period
LC-123,Ofav1,1923,ECA,2Middle,24,4/27/18,335,310,130,71343,55,11,Both,31,Low,SCTLD_affected,20.0%,40.0%,-70,-5,B,NA,3/17/22,11:55,4,A,Angle,MS,N,24,LC123,302,3
LC-124,Ofav1,1924,ECA,2Middle,23,4/5/18,412,445,170,124784,53,6,Both,7,Low,SCTLD_affected,11.3%,0.0%,-10,0,B,NA,3/17/22,11:37,3,A,Vertical,US,N,21,LC124,292,3
LC-157,Ofav1,1557,ECA,2Middle,20,7/16/19,295,285,110,55724,41,20,Both,62,Low,SCTLD_affected,48.8%,45.5%,-40,-20,B,NA,3/17/22,13:32,5,A,Angle,MS,N,17,LC157,302,3
MC-002,Ofav1,1552,ECA,2Middle,22,7/16/19,180,170,100,26372,41,5,Amox,5,Low,SCTLD_affected,12.2%,9.1%,-10,0,B,NA,3/17/22,15:14,5,A,Angle/Vert,LS,S,23,MC002,327,3
617,Ofav1,617,Looe,Looe,30,3/26/19,344,320,302,136463,19,5,Amox,11,Some,SCTLD_affected,26.3%,50.0%,NA,NA,B,NA,6/12/21,12:35,10,A,Vertical,MS,SW,18,617,58,1
663,Ofav1,663,Looe,Looe,28,3/31/19,510,390,260,175571,21,5,Amox,13,Some,SCTLD_affected,23.8%,33.3%,NA,NA,B,NA,6/12/21,12:49,10,P,Flat,T,S,23,663,48,1
699,Ofav1,699,Looe,Looe,11,4/2/19,110,95,118,15950,17,4,Amox,9,Some,SCTLD_affected,23.5%,33.3%,NA,NA,B,NA,6/12/21,NA,NA,P,Flat,T,NE,11,699,8,1
713,Ofav1,713,Looe,Looe,15,4/10/19,123,107,145,21774,22,2,Amox,4,Some,SCTLD_affected,9.1%,0.0%,NA,NA,B,NA,6/12/21,15:13,4,A,Flat,MS,E,12,713,13,1
765,Ofav1,765,Looe,Looe,23,4/17/19,228,125,178,42552,21,2,Amox,13,Some,SCTLD_affected,9.5%,0.0%,NA,NA,B,CD,6/12/21,10:56,14,A,Vertical,MS,SW,21,765,53,1
1004,Ofra,1004,Sand,Sand,28,10/10/19,65,53,78,5988,20,6,Placebo_2b,16,Some,SCTLD_affected,30.0%,33.3%,NA,NA,D,NA,6/13/21,12:35,9,A,Vertical,US,W,29,1004,38,1
1220,Ofav1,1220,Looe,Looe,20,12/7/19,220,150,188,46766,18,7,Amox,24,Some,SCTLD_affected,38.9%,33.3%,NA,NA,B,D,6/12/21,11:42,12,A,Vertical,MS,E,19,1220,63,1
1340,Ofav1,1340,Sand,Sand,29,2/14/20,163,131,139,27673,17,8,Amox,89,Some,SCTLD_affected,47.1%,83.3%,NA,NA,B,CD,6/13/21,15:33,8,P,Vertical,MS,NE,27,1340,18,1
1455,Ofra,1455,Sand,Sand,25,10/9/19,107,65,78,9186,20,5,SK_Exp_B,36,Some,SCTLD_affected,25.0%,16.7%,NA,NA,D,NA,6/13/21,14:32,9,P,Vertical,MS,NW,25,1455,33,1
1470,Ofra,1470,Sand,Sand,34,10/10/19,52,46,41,2774,18,2,SK_Exp_D,6,Some,SCTLD_affected,11.1%,0.0%,NA,NA,D,NA,6/13/21,15:11,9,A,Vertical,MS,S,33,1470,23,1
3342,Ofav1,3342,Sand,Sand,24,2/14/20,170,108,160,29531,17,4,Amox,28,Some,SCTLD_affected,23.5%,16.7%,NA,NA,B,CD,6/13/21,10:32,7,P,Flat,LS,NW,25,3342,73,1
3420,Ofav1,3420,Sand,Sand,23,4/2/20,68,48,68,5210,16,2,Amox,2,Some,SCTLD_affected,12.5%,0.0%,NA,NA,B,NA,6/13/21,13:25,8,A,Angle ,US,N,21,3420,58,1
3421,Ofav1,3421,Looe,Looe,25,3/13/20,218,185,184,50457,16,6,Amox,28,Some,SCTLD_affected,37.5%,100.0%,NA,NA,C,D,6/12/21,11:32,8,PC,Vertical,MS,W,21,3421,43,1
3446,Ofav1,3446,Looe,Looe,24,3/25/20,65,61,68,5690,17,1,Amox,2,Some,SCTLD_affected,5.9%,0.0%,NA,NA,B,NA,6/12/21,13:02,7,A,Flat,T,S,22,3446,73,1
4503,Ofav1,4503,Sand,Sand,20,6/10/20,90,77,65,7596,15,1,Amox,1,Some,SCTLD_affected,6.7%,0.0%,NA,NA,B,D,6/13/21,14:03,7,A,Angle ,US,NE,19,4503,3,1
LC-003,Ofav2,1703,ECA,1North,18,6/25/18,310,220,150,59946,55,5,Epox,12,Some,SCTLD_affected,9.1%,0.0%,0,0,B,NA,5/28/21,10:46,7,A,Angle ,MS,SW,17,LC003,78,1
LC-007,Ofav1,2907,ECA,2Middle,25,9/11/18,320,305,150,74656,52,3,Amox,5,Some,SCTLD_affected,5.8%,9.1%,0,0,B,C,6/17/21,16:32,3,A,Angle ,LS,SE,23,LC007,108,1
LC-018,Ofav1,2818,ECA,2Middle,21,6/8/18,400,330,190,107403,56,2,Epox,9,Some,SCTLD_affected,3.6%,0.0%,0,0,B,NA,6/17/21,13:47,5,A,Angle ,LS/B,S,21,LC018,118,1
LC-024,Ofav1,1724,ECA,2Middle,22,9/11/18,300,210,160,59887,54,2,Amox,2,Some,SCTLD_affected,3.7%,9.1%,-5,0,B,NA,6/17/21,12:21,6,A,Flat,MS,N,22,LC024,123,1
LC-048,Ofav2,1748,ECA,1North,18,9/12/18,240,205,75,30723,53,1,Both,1,Some,SCTLD_affected,1.9%,0.0%,0,0,B,NA,5/28/21,11:33,7,A,Angle ,US,S,17,LC048,93,1
LC-049,Ofav2,1749,ECA,1North,18,9/13/18,340,215,100,48881,53,5,Both,11,Some,SCTLD_affected,9.4%,0.0%,0,0,B,NA,5/28/21,11:54,6,A,Angle ,T,NW,15,LC049,83,1
LC-058,Ofav1,2558,ECA,2Middle,26,9/11/18,230,230,90,35679,54,2,Both,3,Some,SCTLD_affected,3.7%,0.0%,0,0,B,NA,6/17/21,16:12,5,A,Flat,US,N,23,LC058,123,1
LC-062,Ofav1,1922,ECA,3South,20,9/18/18,310,300,160,75466,52,2,Epox,2,Some,SCTLD_affected,3.8%,9.1%,0,0,B,C,6/21/21,13:42,6,A,Vertical,MS,E,17,LC062,108,1
LC-078,Ofav2,1778,ECA,1North,18,9/12/18,215,180,80,26793,53,1,Epox,3,Some,SCTLD_affected,1.9%,0.0%,0,0,B,NA,5/28/21,11:42,7,A,Flat,MS,W,16,LC078,78,1
LC-088,Ofav1,1688,ECA,3South,20,7/22/19,230,200,100,34601,42,1,Amox,1,Some,SCTLD_affected,2.4%,0.0%,-5,0,B,D,6/21/21,12:25,5,A,Angle ,B,NE,17,LC088,93,1
LC-114,Ofav1,1814,ECA,3South,19,9/10/18,195,180,100,28842,54,1,Amox,1,Some,SCTLD_affected,1.9%,0.0%,NA,0,B,C,6/21/21,12:58,7,A,Flat,T,NE,17,LC114,103,1
LC-115,Ofav1,2115,ECA,1North,17,9/12/18,200,235,140,44441,48,1,Amox,1,Some,SCTLD_affected,2.1%,0.0%,0,0,B,NA,5/28/21,NA,NA,A,Vertical,US,W,15,LC115,83,1
LC-125,Ofav1,1825,ECA,2Middle,25,4/11/18,440,421,130,109146,54,3,Amox,5,Some,SCTLD_affected,5.6%,0.0%,-5,0,B,NA,6/17/21,12:00,7,A,Flat,LS,N,25,LC125,128,1
LC-126,Ofav1,2126,ECA,2Middle,29,4/2/18,410,405,150,108215,54,1,Amox,1,Some,SCTLD_affected,1.9%,0.0%,-5,0,D,NA,6/17/21,11:35,9,A,Flat,T,NE,34,LC126,118,1
617,Ofav1,617,Looe,Looe,30,3/26/19,344,320,302,136463,19,5,Amox,11,Some,SCTLD_affected,26.3%,50.0%,NA,NA,B,NA,9/15/21,14:28,5,P,Vertical,MS,SW,18,617,220,2
663,Ofav1,663,Looe,Looe,28,3/31/19,510,390,260,175571,21,5,Amox,13,Some,SCTLD_affected,23.8%,33.3%,NA,NA,B,NA,9/15/21,14:15,5,P,Flat,T,S,23,663,224,2
699,Ofav1,699,Looe,Looe,11,4/2/19,110,95,118,15950,17,4,Amox,9,Some,SCTLD_affected,23.5%,33.3%,NA,NA,B,NA,9/15/21,11:55,3,A,Flat,T,NE,11,699,212,2
713,Ofav1,713,Looe,Looe,15,4/10/19,123,107,145,21774,22,2,Amox,4,Some,SCTLD_affected,9.1%,0.0%,NA,NA,B,NA,9/15/21,11:08,3,A,Flat,MS,E,12,713,208,2
765,Ofav1,765,Looe,Looe,23,4/17/19,228,125,178,42552,21,2,Amox,13,Some,SCTLD_affected,9.5%,0.0%,NA,NA,B,CD,9/15/21,10:02,5,A,Vertical,MS,SW,21,765,204,2
1004,Ofra,1004,Sand,Sand,28,10/10/19,65,53,78,5988,20,6,Placebo_2b,16,Some,SCTLD_affected,30.0%,33.3%,NA,NA,D,NA,9/14/21,13:49,4,A,Vertical,US,SW,29,1004,196,2
1220,Ofav1,1220,Looe,Looe,20,12/7/19,220,150,188,46766,18,7,Amox,24,Some,SCTLD_affected,38.9%,33.3%,NA,NA,B,D,9/15/21,15:08,3,A,Vertical,MS,E,19,1220,224,2
1340,Ofav1,1340,Sand,Sand,29,2/14/20,163,131,139,27673,17,8,Amox,89,Some,SCTLD_affected,47.1%,83.3%,NA,NA,B,CD,9/14/21,14:38,4,P,Vertical,MS,NE,27,1340,204,2
1455,Ofra,1455,Sand,Sand,25,10/9/19,107,65,78,9186,20,5,SK_Exp_B,36,Some,SCTLD_affected,25.0%,16.7%,NA,NA,D,NA,9/14/21,10:45,4,A,Angle ,MS,NW,24,1455,184,2
1470,Ofra,1470,Sand,Sand,34,10/10/19,52,46,41,2774,18,2,SK_Exp_D,6,Some,SCTLD_affected,11.1%,0.0%,NA,NA,D,NA,9/14/21,13:34,4,A,Vertical,LS,S,33,1470,196,2
3342,Ofav1,3342,Sand,Sand,24,2/14/20,170,108,160,29531,17,4,Amox,28,Some,SCTLD_affected,23.5%,16.7%,NA,NA,B,CD,9/14/21,12:57,4,A,Vertical,LS,NW,25,3342,192,2
3420,Ofav1,3420,Sand,Sand,23,4/2/20,68,48,68,5210,16,2,Amox,2,Some,SCTLD_affected,12.5%,0.0%,NA,NA,B,NA,9/14/21,11:01,4,A,Vertical,US,N,21,3420,192,2
3421,Ofav1,3421,Looe,Looe,25,3/13/20,218,185,184,50457,16,6,Amox,28,Some,SCTLD_affected,37.5%,100.0%,NA,NA,C,D,9/15/21,14:57,4,P,Vertical,MS,W,21,3421,220,2
3446,Ofav1,3446,Looe,Looe,24,3/25/20,65,61,68,5690,17,1,Amox,2,Some,SCTLD_affected,5.9%,0.0%,NA,NA,B,NA,9/15/21,13:19,5,A,Flat,T,S,22,3446,216,2
4503,Ofav1,4503,Sand,Sand,20,6/10/20,90,77,65,7596,15,1,Amox,1,Some,SCTLD_affected,6.7%,0.0%,NA,NA,B,D,9/14/21,11:19,4,A,Angle ,US,NE,19,4503,188,2
LC-003,Ofav2,1703,ECA,1North,18,6/25/18,310,220,150,59946,55,5,Epox,12,Some,SCTLD_affected,9.1%,0.0%,0,0,B,NA,8/19/21,10:18,4,A,Angle ,MS,SW,17,LC003,168,2
LC-007,Ofav1,2907,ECA,2Middle,25,9/11/18,320,305,150,74656,52,3,Amox,5,Some,SCTLD_affected,5.8%,9.1%,0,0,B,C,8/20/21,15:10,3,A,Angle ,LS,SE,23,LC007,156,2
LC-018,Ofav1,2818,ECA,2Middle,21,6/8/18,400,330,190,107403,56,2,Epox,9,Some,SCTLD_affected,3.6%,0.0%,0,0,B,NA,8/20/21,11:53,2,A,Angle ,LS/B,S,21,LC018,156,2
LC-024,Ofav1,1724,ECA,2Middle,22,9/11/18,300,210,160,59887,54,2,Amox,2,Some,SCTLD_affected,3.7%,9.1%,-5,0,B,NA,8/20/21,11:10,4,A,Flat,MS,N,22,LC024,156,2
LC-048,Ofav2,1748,ECA,1North,18,9/12/18,240,205,75,30723,53,1,Both,1,Some,SCTLD_affected,1.9%,0.0%,0,0,B,NA,8/19/21,11:03,4,A,Angle ,US,S,17,LC048,164,2
LC-049,Ofav2,1749,ECA,1North,18,9/13/18,340,215,100,48881,53,5,Both,11,Some,SCTLD_affected,9.4%,0.0%,0,0,B,NA,8/19/21,11:26,4,A,Angle ,T,NW,15,LC049,172,2
LC-058,Ofav1,2558,ECA,2Middle,26,9/11/18,230,230,90,35679,54,2,Both,3,Some,SCTLD_affected,3.7%,0.0%,0,0,B,NA,8/20/21,14:52,3,A,Flat,US,N,23,LC058,156,2
LC-062,Ofav1,1922,ECA,3South,20,9/18/18,310,300,160,75466,52,2,Epox,2,Some,SCTLD_affected,3.8%,9.1%,0,0,B,C,8/21/21,11:48,4,A,Vertical,MS,E,17,LC062,140,2
LC-078,Ofav2,1778,ECA,1North,18,9/12/18,215,180,80,26793,53,1,Epox,3,Some,SCTLD_affected,1.9%,0.0%,0,0,B,NA,8/19/21,11:12,4,A,Flat,MS,W,16,LC078,180,2
LC-088,Ofav1,1688,ECA,3South,20,7/22/19,230,200,100,34601,42,1,Amox,1,Some,SCTLD_affected,2.4%,0.0%,-5,0,B,D,8/21/21,11:05,3,A,Angle ,B,NE,17,LC088,144,2
LC-114,Ofav1,1814,ECA,3South,19,9/10/18,195,180,100,28842,54,1,Amox,1,Some,SCTLD_affected,1.9%,0.0%,NA,0,B,C,8/21/21,11:33,4,A,Flat,T,NE,17,LC114,144,2
LC-115,Ofav1,2115,ECA,1North,17,9/12/18,200,235,140,44441,48,1,Amox,1,Some,SCTLD_affected,2.1%,0.0%,0,0,B,NA,8/19/21,9:55,6,A,Vertical,US,W,15,LC115,164,2
LC-125,Ofav1,1825,ECA,2Middle,25,4/11/18,440,421,130,109146,54,3,Amox,5,Some,SCTLD_affected,5.6%,0.0%,-5,0,B,NA,8/20/21,10:54,3,A,Flat,LS,N,25,LC125,152,2
LC-126,Ofav1,2126,ECA,2Middle,29,4/2/18,410,405,150,108215,54,1,Amox,1,Some,SCTLD_affected,1.9%,0.0%,-5,0,D,NA,8/20/21,10:37,2,A,Flat,T,NE,34,LC126,152,2
617,Ofav1,617,Looe,Looe,30,3/26/19,344,320,302,136463,19,5,Amox,11,Some,SCTLD_affected,26.3%,50.0%,NA,NA,B,NA,3/1/22,15:36,3,P,Vertical,MS,SW,18,617,277,3
663,Ofav1,663,Looe,Looe,28,3/31/19,510,390,260,175571,21,5,Amox,13,Some,SCTLD_affected,23.8%,33.3%,NA,NA,B,NA,3/1/22,15:13,4,A,Flat,Top,S,23,663,282,3
699,Ofav1,699,Looe,Looe,11,4/2/19,110,95,118,15950,17,4,Amox,9,Some,SCTLD_affected,23.5%,33.3%,NA,NA,B,NA,3/1/22,12:37,5,P,Angle,US,NE,11,699,277,3
713,Ofav1,713,Looe,Looe,15,4/10/19,123,107,145,21774,22,2,Amox,4,Some,SCTLD_affected,9.1%,0.0%,NA,NA,B,NA,3/1/22,12:08,4,A,Flat,MS,E,12,713,267,3
765,Ofav1,765,Looe,Looe,23,4/17/19,228,125,178,42552,21,2,Amox,13,Some,SCTLD_affected,9.5%,0.0%,NA,NA,B,CD,3/1/22,10:03,6,A,Vertical,MS,SW,21,765,242,3
1004,Ofra,1004,Sand,Sand,28,10/10/19,65,53,78,5988,20,6,Placebo_2b,16,Some,SCTLD_affected,30.0%,33.3%,NA,NA,D,NA,2/28/22,11:16,7,P,Vertical,MS,SW,29,1004,232,3
1220,Ofav1,1220,Looe,Looe,20,12/7/19,220,150,188,46766,18,7,Amox,24,Some,SCTLD_affected,38.9%,33.3%,NA,NA,B,D,3/1/22,10:47,4,A,Vertical,MS,E,19,1220,262,3
1340,Ofav1,1340,Sand,Sand,29,2/14/20,163,131,139,27673,17,8,Amox,89,Some,SCTLD_affected,47.1%,83.3%,NA,NA,B,CD,2/28/22,14:13,5,P,Vertical,MS,NE,27,1340,257,3
1455,Ofra,1455,Sand,Sand,25,10/9/19,107,65,78,9186,20,5,SK_Exp_B,36,Some,SCTLD_affected,25.0%,16.7%,NA,NA,D,NA,2/28/22,10:30,6,A,Angle,US,W,24,1455,247,3
1470,Ofra,1470,Sand,Sand,34,10/10/19,52,46,41,2774,18,2,SK_Exp_D,6,Some,SCTLD_affected,11.1%,0.0%,NA,NA,D,NA,2/28/22,13:58,6,A,Vertical,LS,S,33,1470,267,3
3342,Ofav1,3342,Sand,Sand,24,2/14/20,170,108,160,29531,17,4,Amox,28,Some,SCTLD_affected,23.5%,16.7%,NA,NA,B,CD,2/28/22,12:15,6,A,Vertical,LS,NW,25,3342,252,3
3420,Ofav1,3420,Sand,Sand,23,4/2/20,68,48,68,5210,16,2,Amox,2,Some,SCTLD_affected,12.5%,0.0%,NA,NA,B,NA,2/28/22,12:30,5,A,Vertical,US,N,21,3420,242,3
3421,Ofav1,3421,Looe,Looe,25,3/13/20,218,185,184,50457,16,6,Amox,28,Some,SCTLD_affected,37.5%,100.0%,NA,NA,C,D,3/1/22,10:34,7,P,Angle,LS,NE,23,3421,257,3
3446,Ofav1,3446,Looe,Looe,24,3/25/20,65,61,68,5690,17,1,Amox,2,Some,SCTLD_affected,5.9%,0.0%,NA,NA,B,NA,3/1/22,13:13,5,A,Angle,US,SW,22,3446,272,3
4503,Ofav1,4503,Sand,Sand,20,6/10/20,90,77,65,7596,15,1,Amox,1,Some,SCTLD_affected,6.7%,0.0%,NA,NA,B,D,2/28/22,12:46,6,A,Angle ,US,NE,19,4503,252,3
LC-003,Ofav2,1703,ECA,1North,18,6/25/18,310,220,150,59946,55,5,Epox,12,Some,SCTLD_affected,9.1%,0.0%,0,0,B,NA,3/19/22,9:37,4,A,Angle,US,SW,16,LC003,337,3
LC-007,Ofav1,2907,ECA,2Middle,25,9/11/18,320,305,150,74656,52,3,Amox,5,Some,SCTLD_affected,5.8%,9.1%,0,0,B,C,3/17/22,14:49,5,A,Angle,LS,SE,23,LC007,302,3
LC-018,Ofav1,2818,ECA,2Middle,21,6/8/18,400,330,190,107403,56,2,Epox,9,Some,SCTLD_affected,3.6%,0.0%,0,0,B,NA,3/17/22,12:14,4,A,Angle,LS,S,21,LC018,297,3
LC-024,Ofav1,1724,ECA,2Middle,22,9/11/18,300,210,160,59887,54,2,Amox,2,Some,SCTLD_affected,3.7%,9.1%,-5,0,B,NA,3/17/22,11:15,5,A,Angle,MS,N,22,LC024,292,3
LC-048,Ofav2,1748,ECA,1North,18,9/12/18,240,205,75,30723,53,1,Both,1,Some,SCTLD_affected,1.9%,0.0%,0,0,B,NA,3/19/22,10:42,6,A,Angle,US,S,17,LC048,342,3
LC-049,Ofav2,1749,ECA,1North,18,9/13/18,340,215,100,48881,53,5,Both,11,Some,SCTLD_affected,9.4%,0.0%,0,0,B,NA,3/19/22,11:15,6,A,Angle,T,NW,15,LC049,332,3
LC-058,Ofav1,2558,ECA,2Middle,26,9/11/18,230,230,90,35679,54,2,Both,3,Some,SCTLD_affected,3.7%,0.0%,0,0,B,NA,3/17/22,14:31,4,A,Flat,US,N,23,LC058,327,3
LC-062,Ofav1,1922,ECA,3South,20,9/18/18,310,300,160,75466,52,2,Epox,2,Some,SCTLD_affected,3.8%,9.1%,0,0,B,C,3/18/22,13:20,8,A,Vertical,US,E,17,LC062,312,3
LC-078,Ofav2,1778,ECA,1North,18,9/12/18,215,180,80,26793,53,1,Epox,3,Some,SCTLD_affected,1.9%,0.0%,0,0,B,NA,3/19/22,10:34,5,A,Angle,MS,W,16,LC078,332,3
LC-088,Ofav1,1688,ECA,3South,20,7/22/19,230,200,100,34601,42,1,Amox,1,Some,SCTLD_affected,2.4%,0.0%,-5,0,B,D,3/18/22,11:54,5,A,Angle,B,NE,17,LC088,312,3
LC-114,Ofav1,1814,ECA,3South,19,9/10/18,195,180,100,28842,54,1,Amox,1,Some,SCTLD_affected,1.9%,0.0%,NA,0,B,C,3/18/22,12:41,4,A,Flat,T,NE,17,LC114,307,3
LC-115,Ofav1,2115,ECA,1North,17,9/12/18,200,235,140,44441,48,1,Amox,1,Some,SCTLD_affected,2.1%,0.0%,0,0,B,NA,3/19/22,9:07,5,A,Vertical,US,W,15,LC115,327,3
LC-125,Ofav1,1825,ECA,2Middle,25,4/11/18,440,421,130,109146,54,3,Amox,5,Some,SCTLD_affected,5.6%,0.0%,-5,0,B,NA,3/17/22,10:56,5,A,Flat,LS,N,25,LC125,297,3
LC-126,Ofav1,2126,ECA,2Middle,29,4/2/18,410,405,150,108215,54,1,Amox,1,Some,SCTLD_affected,1.9%,0.0%,-5,0,D,NA,3/17/22,10:36,4,A,Flat,T,TOP CENTER,34,LC126,302,3
